,Title,Awards,Wins,Nominations,Golden Globes Won,Golden Globes Nominated,Oscars Nominated,Oscars Won,Bafta Nominated,Bafta Won,PrimeTime Won,PrimeTime Nominated
5040,Getting On,Nominated for 1 Primetime Emmy. Another 1 win & 5 nominations.,['1'],['5'],[],[],[],[],[],[],[],['1']
5042,Rölli ja kultainen avain,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5043,Being Mary Jane,7 wins & 18 nominations.,['7'],['18'],[],[],[],[],[],[],[],[]
5044,Leprechaun: Origins,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5053,Rio 2,1 win & 19 nominations.,['1'],['19'],[],[],[],[],[],[],[],[]
5054,The Berlin File,2 wins & 5 nominations.,['2'],['5'],[],[],[],[],[],[],[],[]
5055,Honey,23 wins & 27 nominations.,['23'],['27'],[],[],[],[],[],[],[],[]
5057,All the Wilderness,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5059,2 Francs; 40 Pesetas,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5065,Agents of S.H.I.E.L.D.,Nominated for 2 Primetime Emmys. Another 2 wins & 21 nominations.,['2'],['21'],[],[],[],[],[],[],[],['2']
5068,Bitten,1 win & 4 nominations.,['1'],['4'],[],[],[],[],[],[],[],[]
5073,Need for Speed,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5076,The River,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5077,Orange Is the New Black,Nominated for 6 Golden Globes. Another 43 wins & 92 nominations.,['43'],['92'],[],['6'],[],[],[],[],[],[]
5078,The Next Step,3 wins & 7 nominations.,['3'],['7'],[],[],[],[],[],[],[],[]
5079,BFFs,4 wins & 3 nominations.,['4'],['3'],[],[],[],[],[],[],[],[]
5080,Run,2 wins & 7 nominations.,['2'],['7'],[],[],[],[],[],[],[],[]
5081,Black Sails,Won 3 Primetime Emmys. Another 2 wins & 17 nominations.,['2'],['17'],[],[],[],[],[],[],['3'],[]
5084,Deliver Us from Evil,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5085,Special 26,11 nominations.,[],['11'],[],[],[],[],[],[],[],[]
5087,Monster Pies,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5088,Treachery,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
5090,Better Man,4 wins & 5 nominations.,['4'],['5'],[],[],[],[],[],[],[],[]
5091,Nymphomaniac: Vol. II,14 wins & 26 nominations.,['14'],['26'],[],[],[],[],[],[],[],[]
5092,Joe,4 wins & 9 nominations.,['4'],['9'],[],[],[],[],[],[],[],[]
5094,Jerusalem,2 wins & 1 nomination.,['2'],['1'],[],[],[],[],[],[],[],[]
5095,Coyote,3 wins.,['3'],[],[],[],[],[],[],[],[],[]
5096,White Lies,2 wins & 9 nominations.,['2'],['9'],[],[],[],[],[],[],[],[]
5097,The Battle of the Sexes,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5098,The Education of Mohammad Hussein,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5099,About: Kate,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5100,Yozgat Blues,4 wins & 8 nominations.,['4'],['8'],[],[],[],[],[],[],[],[]
5103,Chosen,3 wins & 3 nominations.,['3'],['3'],[],[],[],[],[],[],[],[]
5105,Wings,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5106,Model Behaviour,5 wins & 9 nominations.,['5'],['9'],[],[],[],[],[],[],[],[]
5108,Pac-Man and the Ghostly Adventures,6 nominations.,[],['6'],[],[],[],[],[],[],[],[]
5110,The Golden Ticket,4 wins & 9 nominations.,['4'],['9'],[],[],[],[],[],[],[],[]
5112,Kill Me Three Times,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5115,Chasing Life,4 nominations.,[],['4'],[],[],[],[],[],[],[],[]
5118,The Reunion,11 wins & 6 nominations.,['11'],['6'],[],[],[],[],[],[],[],[]
5120,The Family,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5121,The Box,5 wins & 2 nominations.,['5'],['2'],[],[],[],[],[],[],[],[]
5122,The Past,Nominated for 1 Golden Globe. Another 12 wins & 35 nominations.,['12'],['35'],[],['1'],[],[],[],[],[],[]
5124,The Bridge,7 wins & 3 nominations.,['7'],['3'],[],[],[],[],[],[],[],[]
5125,The Human Factor,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
5127,Tough Guy,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5128,Killers,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5130,Abducted,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5133,Abuse of Weakness,4 nominations.,[],['4'],[],[],[],[],[],[],[],[]
5135,Sexo fácil; películas tristes,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5136,Make a Wish,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5140,Easy Money III: Life Deluxe,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
5144,Snow,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5145,Mother; I Love You,7 wins & 4 nominations.,['7'],['4'],[],[],[],[],[],[],[],[]
5150,Recommended by Enrique,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5151,V/H/S/2,1 win & 6 nominations.,['1'],['6'],[],[],[],[],[],[],[],[]
5152,The Reckoning,3 wins & 4 nominations.,['3'],['4'],[],[],[],[],[],[],[],[]
5153,Avengers Assemble,8 nominations.,[],['8'],[],[],[],[],[],[],[],[]
5155,Shades,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5160,Happy New Year,10 wins & 38 nominations.,['10'],['38'],[],[],[],[],[],[],[],[]
5163,The Illness and the Odyssey,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
5164,Brooklyn Nine-Nine,Won 2 Golden Globes. Another 7 wins & 54 nominations.,['7'],['54'],['2'],[],[],[],[],[],[],[]
5167,Paranormal Activity: The Marked Ones,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5170,Wasted,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5176,Camp Lakebottom,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5177,The Fall from Heaven,7 wins & 2 nominations.,['7'],['2'],[],[],[],[],[],[],[],[]
5182,Spongebob Squarepants 4D Attraction: The Great Jelly Rescue,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5186,Good Ol' Freda,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
5189,Jealousy,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5190,Man Up; Little Boy,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5191,Escobar: Paradise Lost,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5194,Rock the Casbah,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5195,24 Hour Rental,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5197,72 Hours,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5202,The Yes Men Are Revolting,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5206,Call Me Crazy: A Five Film,4 wins & 2 nominations.,['4'],['2'],[],[],[],[],[],[],[],[]
5208,Halt and Catch Fire,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,['1'],['6'],[],[],[],[],[],[],[],['1']
5209,The Enemy Within,4 wins & 7 nominations.,['4'],['7'],[],[],[],[],[],[],[],[]
5211,Gold Fever,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5213,Romeo Killer: The Chris Porco Story,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5216,Between Jupiter and Mars,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5217,Salma,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5218,Fire-Followers,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5221,After School Massacre,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
5223,Holiday,1 win & 6 nominations.,['1'],['6'],[],[],[],[],[],[],[],[]
5226,The Second Meeting,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
5232,In God We Trust,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5239,Africa,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5240,Studio illegale,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5243,Silicon Valley,Nominated for 2 Golden Globes. Another 10 wins & 46 nominations.,['10'],['46'],[],['2'],[],[],[],[],[],[]
5245,Broad City,8 nominations.,[],['8'],[],[],[],[],[],[],[],[]
5249,Julia,13 wins & 8 nominations.,['13'],['8'],[],[],[],[],[],[],[],[]
5254,The Return,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5258,Viral,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5259,Venezia salva,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5261,At the Devil's Door,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5262,The Necklace,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5263,Great,4 wins & 5 nominations.,['4'],['5'],[],[],[],[],[],[],[],[]
5267,Real Husbands of Hollywood,2 wins & 15 nominations.,['2'],['15'],[],[],[],[],[],[],[],[]
5269,A Madea Christmas,1 win & 6 nominations.,['1'],['6'],[],[],[],[],[],[],[],[]
5274,Brimstone Terrace,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5276,Die Tapferen Haende im Chaos der Zeit,5 wins & 2 nominations.,['5'],['2'],[],[],[],[],[],[],[],[]
5288,When the Ocean Met the Sky,10 wins & 2 nominations.,['10'],['2'],[],[],[],[],[],[],[],[]
5294,60 Minutes Sports,1 win & 4 nominations.,['1'],['4'],[],[],[],[],[],[],[],[]
5312,Amnesia,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5315,The Ultimate Guide to the Presidents,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5316,Ghost in the Shell Arise: Border 1 - Ghost Pain,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5319,A Little Chaos,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5336,Im Alleingang - Elemente des Zweifels,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
5340,Brody Stevens: Enjoy It!,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5342,Sleepy Hollow,Nominated for 1 Primetime Emmy. Another 30 nominations.,[],['30'],[],[],[],[],[],[],[],['1']
5344,Alien Mysteries,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5346,What Remains,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5348,In the Name of,4 wins & 6 nominations.,['4'],['6'],[],[],[],[],[],[],[],[]
5351,A Tale of Samurai Cooking: A True Love Story,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5352,Almost Human,Nominated for 1 Primetime Emmy. Another 2 wins & 4 nominations.,['2'],['4'],[],[],[],[],[],[],[],['1']
5355,Charlie Brooker's Weekly Wipe,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5357,Commando,7 nominations.,[],['7'],[],[],[],[],[],[],[],[]
5360,Alive,4 nominations.,[],['4'],[],[],[],[],[],[],[],[]
5369,Invisible,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5378,About a Boy,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5380,Harlock: Space Pirate,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
5383,Time Lapse,18 wins & 5 nominations.,['18'],['5'],[],[],[],[],[],[],[],[]
5384,Jan Dara: The Finale,1 win & 5 nominations.,['1'],['5'],[],[],[],[],[],[],[],[]
5388,Big Shot,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5392,Last Call,6 wins & 13 nominations.,['6'],['13'],[],[],[],[],[],[],[],[]
5401,Summer,1 win & 8 nominations.,['1'],['8'],[],[],[],[],[],[],[],[]
5412,This Way Out,4 wins.,['4'],[],[],[],[],[],[],[],[],[]
5413,Above and Beyond,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5414,Adam,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5417,Atlantis,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5420,Bonnie & Clyde,Nominated for 4 Primetime Emmys. Another 12 nominations.,[],['12'],[],[],[],[],[],[],[],['4']
5422,The Morning After,2 wins & 1 nomination.,['2'],['1'],[],[],[],[],[],[],[],[]
5430,The Tunnel,4 wins & 2 nominations.,['4'],['2'],[],[],[],[],[],[],[],[]
5432,Drunk History,Won 1 Primetime Emmy. Another 1 win & 4 nominations.,['1'],['4'],[],[],[],[],[],[],['1'],[]
5439,A Mãe do Senhor Ministro,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5444,On the Job,20 wins & 32 nominations.,['20'],['32'],[],[],[],[],[],[],[],[]
5445,Circus Halligalli,1 win & 3 nominations.,['1'],['3'],[],[],[],[],[],[],[],[]
5456,Sharknado,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
5472,Chiquititas,9 nominations.,[],['9'],[],[],[],[],[],[],[],[]
5480,Two Days; One Night,Nominated for 1 Oscar. Another 38 wins & 74 nominations.,['38'],['74'],[],[],['1'],[],[],[],[],[]
5481,All My Children,3 wins & 3 nominations.,['3'],['3'],[],[],[],[],[],[],[],[]
5486,Assassin's Creed IV: Black Flag,1 win & 11 nominations.,['1'],['11'],[],[],[],[],[],[],[],[]
5500,Friends with Better Lives,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5504,Istanbul Unveiled,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5508,Bullit: The Documentary,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5515,Betrayal,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5525,Eclipse em Portugal,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5530,Inja Iran,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5534,Vegas,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5540,Truth or Dare,19 wins & 10 nominations.,['19'],['10'],[],[],[],[],[],[],[],[]
5545,Phoenix,15 wins & 27 nominations.,['15'],['27'],[],[],[],[],[],[],[],[]
5551,Dessert Contest,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5552,The Wild,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5554,Bad Judge,3 nominations.,[],['3'],[],[],[],[],[],[],[],[]
5559,Veronica Mars,6 nominations.,[],['6'],[],[],[],[],[],[],[],[]
5567,Skin,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5577,Big Brother Canada,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
5600,Goal of the Dead,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5606,The Interview,1 win & 3 nominations.,['1'],['3'],[],[],[],[],[],[],[],[]
5613,24: India,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5614,An Bronntanas,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5618,Starry Eyes,6 wins & 15 nominations.,['6'],['15'],[],[],[],[],[],[],[],[]
5630,Checkmate; Keep Your Enemies Closer,3 wins & 5 nominations.,['3'],['5'],[],[],[],[],[],[],[],[]
5631,Wilt Chamberlain: Borscht Belt Bellhop,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5637,Bomba,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5641,Kingsman: The Secret Service,6 wins & 19 nominations.,['6'],['19'],[],[],[],[],[],[],[],[]
5644,Chicago P.D.,1 win & 4 nominations.,['1'],['4'],[],[],[],[],[],[],[],[]
5662,As Canalhas,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5671,Flower,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5676,The Best Laid Plans,5 wins & 4 nominations.,['5'],['4'],[],[],[],[],[],[],[],[]
5677,Bem-Vindos a Beirais,5 wins & 6 nominations.,['5'],['6'],[],[],[],[],[],[],[],[]
5681,Cosplay Piano,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5682,Bastards,1 win & 4 nominations.,['1'],['4'],[],[],[],[],[],[],[],[]
5683,The Rise and Rise of Bitcoin,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5684,Anna Karenina,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5693,Power Games: The Packer-Murdoch Story,4 wins & 6 nominations.,['4'],['6'],[],[],[],[],[],[],[],[]
5727,Anthony Bourdain: Parts Unknown,Won 5 Primetime Emmys. Another 7 wins & 23 nominations.,['7'],['23'],[],[],[],[],[],[],['5'],[]
5732,Role Play,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5734,The Final Straw,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5744,Battlefield 4,2 wins & 6 nominations.,['2'],['6'],[],[],[],[],[],[],[],[]
5748,Job Interview,6 wins & 12 nominations.,['6'],['12'],[],[],[],[],[],[],[],[]
5755,Brother,3 wins & 2 nominations.,['3'],['2'],[],[],[],[],[],[],[],[]
5762,Cool Kids Don't Cry,1 win & 3 nominations.,['1'],['3'],[],[],[],[],[],[],[],[]
5776,Cedar Cove,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5787,Aliens: The Definitive Guide,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5804,Behind the Mask,2 wins & 1 nomination.,['2'],['1'],[],[],[],[],[],[],[],[]
5809,Patrick's Day,12 wins & 10 nominations.,['12'],['10'],[],[],[],[],[],[],[],[]
5817,Casting,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
5820,Sacrifice,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5821,Safe,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
5822,Waiting for the Thaw,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5823,Exile,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5824,Dead End,5 wins & 15 nominations.,['5'],['15'],[],[],[],[],[],[],[],[]
5835,By Any Means,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5839,3 Teresas,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5844,My Old Lady,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5845,The Last Black Sea Pirates,4 wins & 7 nominations.,['4'],['7'],[],[],[],[],[],[],[],[]
5851,Bigg Boss Kannada,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5868,The Dead 2: India,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
5883,The Lady in Number 6: Music Saved My Life,Won 1 Oscar. Another 2 wins & 1 nomination.,['2'],['1'],[],[],[],['1'],[],[],[],[]
5900,Cutthroat Kitchen,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5902,Star Wars Rebels,4 wins & 14 nominations.,['4'],['14'],[],[],[],[],[],[],[],[]
5907,Kings,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5917,Amor à Vida,20 wins & 19 nominations.,['20'],['19'],[],[],[],[],[],[],[],[]
5922,Full Moon,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5929,More Scenes from a Gay Marriage,6 wins & 2 nominations.,['6'],['2'],[],[],[],[],[],[],[],[]
5930,La clé de la chambre à lessive,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5931,Ich hab noch Auferstehung,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5937,Buenos Aires,1 win.,['1'],[],[],[],[],[],[],[],[],[]
5949,The Detectives,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5951,App,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
5954,A Menina Sem Qualidades,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
5965,Throwback,1 win & 4 nominations.,['1'],['4'],[],[],[],[],[],[],[],[]
5968,Call of Duty: Ghosts,2 wins & 3 nominations.,['2'],['3'],[],[],[],[],[],[],[],[]
5970,Up the Women,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
5971,Kung Fu Killer,3 wins & 12 nominations.,['3'],['12'],[],[],[],[],[],[],[],[]
5985,Sweets,8 nominations.,[],['8'],[],[],[],[],[],[],[],[]
5993,Badehotellet,5 nominations.,[],['5'],[],[],[],[],[],[],[],[]
5995,Boundless,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
5997,Lightning Returns: Final Fantasy XIII,5 nominations.,[],['5'],[],[],[],[],[],[],[],[]
6004,Remember Me,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
6006,The Hunters,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6007,Grayson: Earth One,1 win & 5 nominations.,['1'],['5'],[],[],[],[],[],[],[],[]
6008,Grace,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6020,BBQ Crawl,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6021,Jon and Jen Are Married,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
6036,Super Smash Bros. for Wii U,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
6040,The Purge: Anarchy,1 win & 4 nominations.,['1'],['4'],[],[],[],[],[],[],[],[]
6046,Dolphin Tale 2,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
6050,Planes: Fire & Rescue,6 nominations.,[],['6'],[],[],[],[],[],[],[],[]
6075,180 Days: A Year Inside an American High School,2 wins & 1 nomination.,['2'],['1'],[],[],[],[],[],[],[],[]
6080,Growing,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6090,Cowboys,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
6127,Simple Agi Ondh Love Story,2 wins & 5 nominations.,['2'],['5'],[],[],[],[],[],[],[],[]
6137,Mike Tyson: Undisputed Truth,2 wins & 5 nominations.,['2'],['5'],[],[],[],[],[],[],[],[]
6138,Shame,2 wins & 3 nominations.,['2'],['3'],[],[],[],[],[],[],[],[]
6144,Revival,1 win & 12 nominations.,['1'],['12'],[],[],[],[],[],[],[],[]
6148,Alpha House,1 win & 5 nominations.,['1'],['5'],[],[],[],[],[],[],[],[]
6150,Big Freedia: Queen of Bounce,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6151,Annedroids,3 wins & 17 nominations.,['3'],['17'],[],[],[],[],[],[],[],[]
6163,Mon meilleur ami,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6169,Happy Ending,1 win & 2 nominations.,['1'],['2'],[],[],[],[],[],[],[],[]
6175,Coastal Forecast,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6179,Crime: The Animated Series,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6181,Faults,5 nominations.,[],['5'],[],[],[],[],[],[],[],[]
6201,Swing,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6209,Hollywood Game Night,Won 2 Primetime Emmys. Another 3 wins & 5 nominations.,['3'],['5'],[],[],[],[],[],[],['2'],[]
6220,Assumption of Risk,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
6222,Count Arthur Strong,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
6231,AFI Life Achievement Award: A Tribute to Mel Brooks,Won 1 Primetime Emmy. Another 1 nomination.,[],['1'],[],[],[],[],[],[],['1'],[]
6234,Belmonte,1 win & 3 nominations.,['1'],['3'],[],[],[],[],[],[],[],[]
6235,Pride,6 wins & 4 nominations.,['6'],['4'],[],[],[],[],[],[],[],[]
6240,A Crime to Remember,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
6241,Need for Speed: Rivals,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
6249,Blow Up,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6254,Of Mind and Music,8 wins & 2 nominations.,['8'],['2'],[],[],[],[],[],[],[],[]
6265,Clarence,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6268,Broken Quest,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6271,Boys,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6280,Anke hat Zeit,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6298,Late Season,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6306,Anzac Girls,3 wins & 8 nominations.,['3'],['8'],[],[],[],[],[],[],[],[]
6334,Snowflake; the White Gorilla: Giving the Characters a Voice,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6337,Violet,4 wins & 11 nominations.,['4'],['11'],[],[],[],[],[],[],[],[]
6343,Soul,5 wins & 6 nominations.,['5'],['6'],[],[],[],[],[],[],[],[]
6347,Burka Avenger,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
6350,Memphis,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
6371,37 Days,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6376,On the Edge,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
6377,WNUF Halloween Special,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6383,Abgefahren - Wissen auf Rädern,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6390,See No Evil 2,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6398,These Hopeless Savages,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6409,Christine. Perfekt war gestern!,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
6410,Cap South,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6419,One Night in Oslo,6 nominations.,[],['6'],[],[],[],[],[],[],[],[]
6425,Dirty Talk,8 wins.,['8'],[],[],[],[],[],[],[],[],[]
6447,Coming Home,15 wins & 30 nominations.,['15'],['30'],[],[],[],[],[],[],[],[]
6468,Madden NFL 25,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6473,Sweet Corn,2 wins.,['2'],[],[],[],[],[],[],[],[],[]
6477,Houdini,Won 1 Primetime Emmy. Another 1 win & 21 nominations.,['1'],['21'],[],[],[],[],[],[],['1'],[]
6481,Blue Zoo,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6483,Gold,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
6500,Son of Batman,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
6516,The Journey,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
6522,Montauk,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6524,Backpackers,2 nominations.,[],['2'],[],[],[],[],[],[],[],[]
6534,Junk Bonds: The Return of Junkbucket,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6577,Pride,Nominated for 1 Golden Globe. Another 8 wins & 16 nominations.,['8'],['16'],[],['1'],[],[],[],[],[],[]
6578,One Last Hug: Three Days at Grief Camp,Won 1 Primetime Emmy. Another 2 wins.,['2'],[],[],[],[],[],[],[],['1'],[]
6594,Ek Villain,7 wins & 8 nominations.,['7'],['8'],[],[],[],[],[],[],[],[]
6598,BeanTown,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6599,Helpless,2 wins & 1 nomination.,['2'],['1'],[],[],[],[],[],[],[],[]
6600,Consequences,1 win.,['1'],[],[],[],[],[],[],[],[],[]
6601,Charlie,1 win & 1 nomination.,['1'],['1'],[],[],[],[],[],[],[],[]
6609,Acting Dead,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
6621,A Chef's Life,2 wins & 2 nominations.,['2'],['2'],[],[],[],[],[],[],[],[]
6622,Alex Tagliani: L'homme; l'athlète,1 nomination.,[],['1'],[],[],[],[],[],[],[],[]
